,molecule_chembl_id,pKi,max_phase,mw,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,n_radical_electrons,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings
58,CHEMBL191729,5.570000775141681,,380.16787649208993,0.30434782608695654,3,0,4,4,27,5,0,18.46,0.5554337429768454,5.352400000000006,3.3047041806863744,0,1,1,2,1,3,0,0,0
59,CHEMBL364125,7.280006173632396,,392.18900586008994,0.5714285714285714,5,0,3,6,27,7,0,44.760000000000005,0.5278318620452861,3.9943000000000035,3.593873812502494,0,1,1,1,1,2,0,1,1
60,CHEMBL610243,7.489991487059765,,587.07073203609,0.43478260869565216,8,0,4,10,33,7,0,91.81,0.11642654728603881,5.667300000000005,4.988814978922393,0,1,1,0,3,3,0,1,1
61,CHEMBL372491,7.550059011226662,,432.2203059880899,0.625,5,0,4,6,30,6,0,44.760000000000005,0.48022524415300016,4.917000000000005,3.8677479742191263,0,2,2,1,1,2,0,2,2
62,CHEMBL364585,7.100015437450609,,448.21522060809,0.5833333333333334,6,0,3,7,31,6,0,61.83000000000001,0.3644789318975988,4.689600000000005,3.682303268960844,0,1,1,1,1,2,0,1,1
63,CHEMBL188917,6.40999458034867,,454.20465592409,0.4230769230769231,5,0,4,6,32,8,0,44.760000000000005,0.3364379444417358,5.426900000000006,3.451353379365636,0,1,1,2,1,3,0,1,1
64,CHEMBL188338,6.0,,373.15804008008996,0.5,5,0,3,6,26,5,0,59.32000000000001,0.45343068355775906,3.8714800000000036,3.731884630350528,0,1,1,1,1,2,0,1,1
65,CHEMBL366114,6.050000457140078,,344.13149098409,0.3684210526315789,4,0,3,5,24,6,0,39.410000000000004,0.7556314630538877,2.7470000000000008,3.332175015180871,0,1,1,1,1,2,0,0,0
66,CHEMBL188753,6.549997369826814,,358.14714104809,0.4,4,0,3,5,25,7,0,39.41,0.7126170009414374,3.2299000000000024,3.3601053363484388,0,1,1,1,1,2,0,0,0
67,CHEMBL189122,6.6599923820033275,,370.14714104809,0.3333333333333333,4,0,3,5,26,8,0,39.41,0.5274159177582065,3.3960000000000026,3.52008495123541,0,1,1,1,1,2,0,0,0
68,CHEMBL189517,6.959991363986458,,384.16279111209,0.45454545454545453,4,0,4,5,27,8,0,39.410000000000004,0.6519194610048545,3.6200000000000028,3.4908438179721646,1,1,2,1,1,2,1,0,1
69,CHEMBL365904,7.400007822415902,,398.17844117609,0.4782608695652174,4,0,4,5,28,8,0,39.410000000000004,0.6300880747112739,4.010100000000003,3.485370807889714,1,1,2,1,1,2,1,0,1
70,CHEMBL186264,8.15002808767115,,402.17335579608994,0.45454545454545453,5,0,3,6,28,10,0,48.64,0.45103544089960657,3.246500000000001,3.419989269428175,0,1,1,1,1,2,0,0,0
71,CHEMBL187818,8.590066876668706,,438.15336930009005,0.28,4,0,4,6,31,8,0,39.410000000000004,0.48903583071782986,4.397400000000004,3.2635960571492415,0,1,1,2,1,3,0,0,0
72,CHEMBL188011,6.0,,478.16827041608997,0.2962962962962963,6,0,4,7,34,9,0,65.71000000000001,0.34161990708831325,4.044900000000003,3.2833994686556203,0,1,1,2,1,3,0,0,0
73,CHEMBL362752,8.219970872662662,,426.11921204809005,0.30434782608695654,4,0,4,6,29,8,0,39.410000000000004,0.5031104326645138,4.319800000000003,3.4958575528801443,0,1,1,1,2,3,0,0,0
74,CHEMBL610242,8.349984047528162,,583.0394319080899,0.30434782608695654,8,0,4,10,33,9,0,95.69,0.15980263839265849,4.377500000000003,3.8894494674880464,0,1,1,1,2,3,0,0,0
75,CHEMBL86031,7.0,,380.22202024008993,0.4583333333333333,4,0,4,4,28,6,0,35.53,0.5475826149261793,4.4775000000000045,2.6105184264637877,0,2,2,2,0,2,0,1,1
76,CHEMBL313231,7.3799681048737025,,366.20637017608993,0.43478260869565216,4,0,4,4,27,6,0,35.53,0.5601874947219133,4.435000000000004,2.590006000786415,0,2,2,2,0,2,0,1,1
77,CHEMBL313582,6.859995049380551,,392.25840574808996,0.5,3,0,4,3,29,6,0,26.3,0.48449013936329505,5.4214000000000055,2.6559242880370633,0,2,2,2,0,2,0,1,1
78,CHEMBL87823,7.299988937677888,,402.24275568408996,0.37037037037037035,3,0,4,3,30,7,0,26.3,0.3649630863616059,5.868100000000006,2.5049403457355375,0,1,1,3,0,3,0,1,1
79,CHEMBL432376,6.919987152892072,,435.26421940009,0.4444444444444444,5,0,4,5,32,8,0,40.46,0.359976221150097,5.215200000000006,2.8259027398600107,0,1,1,2,1,3,0,1,1
80,CHEMBL87014,7.659952682338607,,402.25398906409004,0.38461538461538464,4,0,4,4,30,7,0,34.89,0.4020767496939143,5.200420000000006,2.6740814597938947,0,1,1,2,1,3,0,1,1
81,CHEMBL418955,8.079981083971084,,350.199428072,0.4090909090909091,4,0,4,4,26,6,0,38.5,0.646828867661836,4.681200000000004,2.120838080872252,0,1,1,2,1,3,0,1,1
82,CHEMBL93123,8.029978734171634,,439.225977168,0.2857142857142857,5,1,5,5,33,7,0,58.370000000000005,0.3880051704085061,5.924900000000005,2.184511846026062,0,1,1,3,1,4,0,1,1
83,CHEMBL92463,7.590066876668706,,336.183778008,0.38095238095238093,4,1,4,4,25,5,0,49.5,0.7511071391686511,4.378200000000004,2.194521506446913,0,1,1,2,1,3,0,1,1
84,CHEMBL328715,6.090000275786018,,335.19976242,0.38095238095238093,4,1,4,4,25,6,0,41.3,0.7177861605744295,4.542000000000003,2.117037082330489,0,1,1,2,1,3,0,1,1
85,CHEMBL362350,6.470005326930858,,332.21212425208995,0.36363636363636365,3,0,4,3,25,5,0,18.61,0.7405459854216904,4.4413000000000045,2.7745425043679113,0,2,2,2,0,2,0,1,1
86,CHEMBL359570,9.480040819247932,-1.0,375.19467704000004,0.391304347826087,5,1,5,5,28,5,0,58.370000000000005,0.727199035165088,4.167200000000003,2.5258097689444057,0,2,2,2,1,3,0,1,1
87,CHEMBL187603,6.719991046891813,,456.22030598809005,0.5,5,1,4,6,32,8,0,55.760000000000005,0.6064325412276071,4.097500000000004,3.882713234560609,0,2,2,2,0,2,0,1,1
88,CHEMBL360832,7.0499760934766735,,442.20465592409005,0.48,5,1,4,6,31,7,0,55.760000000000005,0.6603575533305295,3.8515000000000033,3.6639938374588183,0,2,2,2,0,2,0,1,1
89,CHEMBL186090,6.119998611678231,,438.20974130409,0.4230769230769231,4,0,4,5,31,7,0,35.53,0.4548816092582388,4.902700000000005,4.128905523919938,0,2,2,2,0,2,0,0,0
90,CHEMBL187591,4.519999959791458,,398.21482668409,0.5,3,0,4,4,28,6,0,18.46,0.6257619843063745,5.167500000000005,3.437247367718774,0,2,2,2,0,2,0,1,1
91,CHEMBL188714,7.270025714300444,,422.19957054408997,0.6363636363636364,6,0,3,7,29,8,0,61.83000000000001,0.47392180481844176,3.099500000000001,3.6739406420132337,0,2,2,1,0,1,0,1,1
92,CHEMBL187330,5.589999287456538,,372.16279111209,0.42857142857142855,4,0,3,5,26,8,0,39.41,0.6637059053128864,3.6200000000000028,3.3743223732728325,0,1,1,1,1,2,0,0,0
93,CHEMBL189774,7.51999305704285,,388.15770573208994,0.42857142857142855,5,0,3,6,27,9,0,48.64,0.618471810910422,2.8564000000000007,3.3946903714187178,0,1,1,1,1,2,0,0,0
94,CHEMBL186042,8.33998877871067,,420.16279111209,0.28,4,0,4,5,30,8,0,39.410000000000004,0.5107327219108713,4.258300000000004,3.207357475010335,0,1,1,2,1,3,0,0,0
95,CHEMBL363455,6.620005959834258,,346.14376992008994,0.18181818181818182,4,0,4,4,26,6,0,39.41,0.5059639072775126,3.566600000000003,2.3150672517014232,0,1,1,2,1,3,0,0,0
96,CHEMBL8320,6.019996628416253,,108.021129368,0.0,2,0,1,2,8,0,0,34.14,0.4166812385860659,0.25059999999999993,2.3547041345107225,1,0,1,0,0,0,0,0,0
97,CHEMBL364729,5.777283528852417,,243.86523996,0.0,2,0,1,6,12,0,0,34.14,0.48562385065624664,2.5166,2.778343560550484,1,0,1,0,0,0,0,0,0
98,CHEMBL192627,6.787812395596042,,243.86523996,0.0,2,0,1,6,12,0,0,34.14,0.6150038675868632,2.5166,2.5906724343258354,1,0,1,0,0,0,0,0,0
99,CHEMBL208092,7.782516055786093,,514.4035476,0.6176470588235294,4,4,5,4,38,10,0,62.97,0.22719999777354416,7.474100000000008,4.97105721229645,3,0,3,1,1,2,1,0,1
100,CHEMBL1255901,7.327902142064282,2.0,242.141913196,0.4,3,3,3,3,18,0,0,58.88,0.6835351502151038,1.9975,4.9405807467540575,2,0,2,0,1,1,0,0,0
101,CHEMBL210453,8.193820026016112,,529.366827744,0.5882352941176471,5,2,5,5,39,11,0,63.25,0.1816447403389178,7.299900000000008,4.878068448885466,3,0,3,1,1,2,1,0,1
102,CHEMBL382423,7.804100347590766,,486.372247472,0.59375,4,4,5,4,36,10,0,62.97,0.2541208317253745,6.838000000000006,4.843616856738036,3,0,3,1,1,2,1,0,1
103,CHEMBL536047,10.481486060122112,,320.084703936,0.35294117647058826,2,2,4,4,21,0,0,38.91,0.7018342518422415,4.888200000000003,5.286652982733772,0,2,2,1,1,2,0,0,0
104,CHEMBL375126,4.31695296176115,,305.00103388800005,0.06666666666666667,3,0,3,5,20,2,0,37.38,0.7929698176550005,3.722900000000002,1.839396289896932,0,1,1,2,0,2,0,0,0
105,CHEMBL222752,5.484126156288321,,486.157957184,0.0967741935483871,6,0,6,6,37,6,0,74.76,0.36928737719766613,4.736400000000004,2.107843338868861,0,2,2,4,0,4,0,0,0
106,CHEMBL222856,6.982966660701219,,756.503715136,0.6190476190476191,12,2,2,12,54,27,0,140.15999999999997,0.07391402158384468,6.801400000000007,2.895638619380483,0,0,0,2,0,2,0,0,0
107,CHEMBL385130,7.913640169325252,,784.5350152640001,0.6363636363636364,12,2,2,12,56,29,0,140.15999999999997,0.06269824851929852,7.581600000000008,3.0017222873610825,0,0,0,2,0,2,0,0,0
108,CHEMBL222904,8.246416941107093,,780.5037151360001,0.6363636363636364,12,2,4,12,56,21,0,140.15999999999997,0.10273162113581401,6.801400000000007,3.0849664036056774,0,2,2,2,0,2,0,2,2
109,CHEMBL225567,10.853871964321762,,502.24993942000003,0.4,5,3,5,6,36,11,0,69.81,0.19385868736713222,6.969600000000006,2.5430208249930555,1,0,1,2,2,4,0,0,0
110,CHEMBL223443,10.823908740944319,,502.24993942000003,0.4,5,3,5,6,36,11,0,69.81,0.19385868736713222,6.969600000000006,2.547919228476365,1,0,1,2,2,4,0,0,0
111,CHEMBL225326,10.698970004336019,,580.160451488,0.4,5,3,5,7,37,11,0,69.81,0.1587595684455846,7.732100000000006,2.667902072824825,1,0,1,2,2,4,0,0,0
112,CHEMBL433282,6.070581074285707,,253.037507704,0.0,5,0,3,5,19,1,0,77.28,0.44435788048357133,2.6408000000000005,1.9471342845985369,1,0,1,2,0,2,0,0,0
113,CHEMBL235289,6.044312249686494,,272.006935848,0.0,8,0,3,8,20,2,0,120.42000000000002,0.4681250068474728,2.0351999999999997,2.4778081030837456,1,0,1,2,0,2,0,0,0
114,CHEMBL52347,6.494850021680094,,158.036779432,0.0,2,0,2,2,12,0,0,34.14,0.5355314188299348,1.4652,2.0362374890096486,1,0,1,1,0,1,0,0,0
115,CHEMBL254302,4.1911141326401875,,418.966430112,0.45454545454545453,5,1,1,8,19,4,0,51.22,0.4119554182437402,-0.3528999999999982,2.8452611884224766,0,0,0,0,1,1,0,0,0
116,CHEMBL231160,8.585026652029182,,632.430156272,0.5263157894736842,8,2,3,8,46,24,0,83.14,0.10361099994344834,6.2674000000000065,2.979695627159435,1,0,1,2,0,2,0,0,0
117,CHEMBL495711,5.719421629631924,,402.205576072,0.2916666666666667,6,4,4,6,30,6,0,97.11,0.5905617557408396,2.7383000000000006,2.6348476606867273,1,0,1,2,1,3,0,0,0
118,CHEMBL522073,5.199282921717614,,416.221226136,0.32,6,3,4,6,31,7,0,83.12,0.5529646166472741,2.9990000000000014,2.7016744668294486,1,0,1,2,1,3,0,0,0
119,CHEMBL496946,4.95116991347165,,452.221226136,0.25,6,4,5,6,34,6,0,97.11,0.41344047918412097,3.8915000000000033,2.783384862643075,1,0,1,3,1,4,0,0,0
120,CHEMBL521874,5.384049948343598,,414.205576072,0.32,6,3,5,6,31,4,0,83.12,0.6131007654880744,2.8828000000000005,2.916381584327336,1,1,2,2,1,3,0,0,0
121,CHEMBL495712,5.6548223834572955,,441.21647510400004,0.2692307692307692,7,5,5,7,33,6,0,112.89999999999999,0.3679170998220897,3.2196000000000016,2.8551849817020933,1,0,1,2,2,4,0,0,0
122,CHEMBL496126,5.47755576649368,,455.23212516800004,0.2962962962962963,7,4,5,7,34,7,0,98.91000000000001,0.3428886612320682,3.4803000000000024,2.9151051423633536,1,0,1,2,2,4,0,0,0
123,CHEMBL508778,5.098541678603888,,555.284554664,0.375,9,4,5,9,41,8,0,125.21,0.23857606544471163,5.175700000000004,3.0609893172166096,1,0,1,2,2,4,0,0,0
124,CHEMBL496127,4.468138050904191,,455.23212516800004,0.2962962962962963,7,5,5,7,34,7,0,112.89999999999999,0.34091619781826293,3.609700000000003,2.876351296209508,1,0,1,2,2,4,0,0,0
125,CHEMBL502244,6.886056647693163,,527.2896400440001,0.3870967741935484,8,4,5,8,39,8,0,108.14,0.23391464436781165,5.259000000000004,3.049631984287359,1,0,1,2,2,4,0,0,0
126,CHEMBL525917,6.552841968657781,,427.23721054800006,0.3076923076923077,6,5,5,6,32,7,0,95.83,0.3383308238677222,3.693000000000003,2.8803448460485193,1,0,1,2,2,4,0,0,0
127,CHEMBL504571,7.8124792791635365,,693.400253112,0.475,11,5,6,11,51,13,0,146.37,0.10776350845834569,5.970500000000006,3.5326284976610065,2,0,2,2,2,4,0,0,0
128,CHEMBL397271,8.20690839982342,,593.347823616,0.42857142857142855,9,6,6,9,44,12,0,134.06,0.1537568271348923,4.404500000000002,3.3436835789721897,2,0,2,2,2,4,0,0,0
129,CHEMBL451304,8.170696227168975,,604.388960156,0.5,7,3,7,7,45,12,0,82.18,0.15413299546995066,6.815500000000007,3.370439518241879,2,1,3,2,2,4,0,1,1
130,CHEMBL129108,7.554395796726403,,523.302119312,0.47058823529411764,3,1,6,4,38,11,0,37.81,0.1571039445299527,9.085400000000002,2.7412962907734624,2,0,2,2,2,4,0,0,0
131,CHEMBL481,7.296708621881338,4.0,586.279134936,0.5151515151515151,10,1,7,10,43,4,0,114.2,0.35595556922918214,4.0911000000000035,3.6325604418224557,0,4,4,1,2,3,0,2,2
132,CHEMBL464538,8.0,,564.1350880360001,0.37037037037037035,3,0,2,5,32,12,0,17.07,0.24653351228069167,-0.6650999999999925,3.5146383034819095,0,0,0,2,0,2,0,0,0
133,CHEMBL360055,4.431798275933005,4.0,510.46182204027,0.8,6,0,1,6,36,21,0,27.69,0.2058221894673444,5.452500000000005,3.257653489581986,0,0,0,1,0,1,0,0,0
134,CHEMBL490660,8.787812395596042,,526.309647216,0.3333333333333333,4,2,7,4,40,8,0,49.84,0.21614474531816513,7.849800000000007,2.5857860842942646,2,0,2,3,2,5,0,0,0
135,CHEMBL507438,8.127843727251706,,540.3252972800001,0.35135135135135137,4,2,7,4,41,8,0,49.84,0.20845710403971132,8.158220000000005,2.7739893018797517,2,0,2,3,2,5,0,0,0
136,CHEMBL522286,7.877129077135565,,516.288911772,0.35294117647058826,5,2,7,5,39,8,0,62.980000000000004,0.22434293726903512,7.442800000000006,3.0028306990822866,2,0,2,2,3,5,0,0,0
137,CHEMBL521935,9.114638779968487,,527.3048961840001,0.34285714285714286,5,2,7,5,40,8,0,62.730000000000004,0.2226169798091738,7.244800000000007,2.7873921305534033,2,0,2,2,3,5,0,0,0
138,CHEMBL490264,8.764976840504776,,526.309647216,0.3333333333333333,4,2,7,4,40,8,0,49.84,0.21614474531816513,7.849800000000007,2.676583305311759,2,0,2,3,2,5,0,0,0
139,CHEMBL445454,9.866780543267506,,562.3783954720001,0.5,6,2,7,6,42,10,0,56.32,0.21640147797793424,6.462400000000007,2.763952782105642,2,1,3,2,2,4,0,1,1
140,CHEMBL499224,9.924088238517223,,551.36241106,0.4857142857142857,6,3,6,6,41,13,0,73.31,0.16416936136278895,6.529200000000007,2.8691237281092583,2,0,2,2,2,4,0,0,0
141,CHEMBL490060,9.790484985457368,,535.3674964400001,0.4857142857142857,5,2,6,5,40,12,0,53.08,0.18341000034932303,7.556800000000008,2.806802561937486,2,0,2,2,2,4,0,0,0
142,CHEMBL489454,10.928117992693874,,521.351846376,0.47058823529411764,5,2,6,5,39,11,0,53.08,0.20502700242439606,7.166700000000008,2.7746960836976715,2,0,2,2,2,4,0,0,0
143,CHEMBL451277,9.65169513695184,,549.3467609960001,0.45714285714285713,6,2,6,6,41,11,0,70.15,0.19564408171889763,7.083400000000007,2.860784070151718,2,0,2,2,2,4,0,0,0
144,CHEMBL482512,8.573163546196492,,524.29736828,0.45454545454545453,4,2,6,5,38,11,0,49.84,0.15708296877674965,7.504700000000008,2.8021185579799415,2,0,2,2,2,4,0,0,0
145,CHEMBL501587,7.680269505669775,,566.307932964,0.45714285714285713,5,1,6,6,41,11,0,58.120000000000005,0.1484916386919722,7.763600000000008,2.9506170008573758,2,0,2,2,2,4,0,0,0
146,CHEMBL175949,8.288192770958808,,566.3079329640001,0.45714285714285713,5,1,6,6,41,11,0,58.120000000000005,0.1484916386919722,7.763600000000007,2.9434192894778466,2,0,2,2,2,4,0,0,0
147,CHEMBL175555,8.399027104313252,,538.313018344,0.47058823529411764,4,1,6,5,39,11,0,41.050000000000004,0.1555447759590316,7.846900000000008,2.8608931659257877,2,0,2,2,2,4,0,0,0
148,CHEMBL179192,7.873868592738016,,552.2922829,0.4411764705882353,5,1,6,6,40,10,0,58.120000000000005,0.16437721689011336,7.373500000000008,2.92833505237825,2,0,2,2,2,4,0,0,0
149,CHEMBL338755,9.267606240177031,,507.3361963120001,0.45454545454545453,5,2,6,5,38,10,0,53.08,0.2318747073686506,6.776600000000006,2.750316089419158,2,0,2,2,2,4,0,0,0
150,CHEMBL507174,10.072116589669292,,547.3674964400001,0.4444444444444444,5,2,6,5,41,13,0,53.08,0.13253920239462963,7.722900000000008,2.9263855187776073,2,0,2,2,2,4,0,0,0
151,CHEMBL374184,6.962573502059376,,393.20524172399996,0.391304347826087,6,3,4,6,29,4,0,86.47,0.7652618763664968,3.945700000000003,3.0563711819340176,1,1,2,1,1,2,0,0,0
152,CHEMBL3215768,8.718966632752272,,824.1751927920003,0.375,6,2,7,12,52,12,0,76.14,0.12255537789413186,11.830299999999976,4.6647132032271035,1,1,2,2,3,5,0,0,0
153,CHEMBL309490,4.0675262353228465,,270.05282342000004,0.0,5,3,3,5,20,1,0,90.9,0.6318329361180623,2.576800000000001,2.2254814547320976,0,0,0,2,1,3,0,0,0
154,CHEMBL150,4.032452023781138,,286.04773804,0.0,6,4,3,6,21,1,0,111.13000000000001,0.5458513994143424,2.2824000000000004,2.3745475992120095,0,0,0,2,1,3,0,0,0
155,CHEMBL50,4.416801226031377,3.0,302.04265266,0.0,7,5,3,7,22,1,0,131.36,0.43419044029909815,1.988,2.5447087418021415,0,0,0,2,1,3,0,0,0
156,CHEMBL164,4.422508200162775,,318.03756727999996,0.0,8,6,3,8,23,1,0,151.59,0.3707504645634647,1.6935999999999998,2.7332596240904596,0,0,0,2,1,3,0,0,0
157,CHEMBL151,4.181774106386045,2.0,286.04773804,0.0,6,4,3,6,21,1,0,111.13000000000001,0.5106223467843569,2.2824000000000004,2.4203306230846895,0,0,0,2,1,3,0,0,0
158,CHEMBL590031,4.619788758288394,,232.050060146,0.6666666666666666,5,0,2,6,15,1,0,61.83,0.5081989931487367,1.6931999999999998,4.627191441473919,0,2,2,0,0,0,0,1,1
159,CHEMBL592624,4.119186407719209,,234.06571021,0.6666666666666666,5,0,1,6,15,2,0,61.83,0.5403535565610514,2.0833,4.091724651261736,0,1,1,0,0,0,0,0,0
160,CHEMBL1025,5.221848749616356,4.0,184.066459158,1.0,3,0,0,5,11,4,0,35.53,0.6298693189390489,2.9140000000000015,3.3451439260408193,0,0,0,0,0,0,0,0,0
161,CHEMBL599644,7.213958789757446,,536.340278648,0.4166666666666667,4,0,5,4,40,12,0,32.78,0.17657093531417642,7.566100000000009,2.505181336602501,1,1,2,3,0,3,0,1,1
162,CHEMBL590298,4.049148541111453,,242.05138394,0.0,3,2,3,4,17,0,0,46.330000000000005,0.7694957469922409,3.368000000000001,2.0753205849802736,0,1,1,2,0,2,0,0,0
163,CHEMBL606338,5.028724151261895,,256.067034004,0.07142857142857142,3,1,3,4,18,0,0,32.34,0.7803076144954193,3.628700000000002,2.168226964453453,0,1,1,2,0,2,0,0,0
164,CHEMBL601282,4.787812395596042,,377.132861068,0.3157894736842105,4,1,3,6,25,5,0,35.580000000000005,0.8152378906426414,4.762500000000004,3.769315631781039,0,1,1,2,0,2,0,0,0
165,CHEMBL605824,6.09151498112135,,369.187483484,0.38095238095238093,4,1,3,5,26,5,0,35.580000000000005,0.7946200635538987,5.1177000000000055,2.43333633877873,0,1,1,2,0,2,0,0,0
166,CHEMBL589536,4.531652669587842,,339.140533292,0.3157894736842105,4,1,4,5,24,3,0,35.580000000000005,0.9145362083044382,4.094700000000004,2.2027212113572983,0,2,2,2,0,2,0,1,1
167,CHEMBL589563,6.207608310501746,,353.156183356,0.35,4,1,4,5,25,3,0,35.580000000000005,0.8832867195663431,4.484800000000004,2.2131801343055404,0,2,2,2,0,2,0,1,1
168,CHEMBL430886,7.698970004336019,,470.0932232239999,0.5238095238095238,2,0,2,4,25,12,0,7.76,0.2622117303147376,-1.5192999999999932,2.522067424064442,0,0,0,0,2,2,0,0,0
169,CHEMBL1081810,6.853871964321762,,469.99932283999993,0.09090909090909091,2,0,4,4,26,4,0,7.76,0.29113161000674603,-2.4805999999999955,3.8895058119173385,0,0,0,2,2,4,0,0,0
170,CHEMBL1087194,7.619788758288394,,285.147726848,0.4375,5,2,3,5,21,2,0,78.10000000000001,0.8579442251849845,2.575920000000001,2.5196814300801478,1,0,1,0,2,2,0,0,0
171,CHEMBL659,6.522878745280337,4.0,287.152143532,0.5294117647058824,4,1,4,4,21,1,0,41.93,0.8005242690101381,1.8503,4.226842833190244,1,2,3,1,0,1,0,0,0
172,CHEMBL558873,6.065501548756432,,401.20223500199995,0.6363636363636364,5,1,5,6,28,2,0,51.16000000000001,0.6037443179040833,3.778100000000002,4.307987905695967,1,3,4,1,0,1,0,1,1
173,CHEMBL564408,6.468521082957745,,443.212799686,0.625,6,0,5,7,31,3,0,57.230000000000004,0.39330475947797305,4.348900000000003,4.328630149677672,1,3,4,1,0,1,0,1,1
174,CHEMBL251077,6.366531544420413,,329.126322708,0.5,6,1,5,6,24,1,0,68.23,0.6190422000928026,1.3193999999999997,4.197587258154271,1,3,4,1,0,1,0,1,1
175,CHEMBL1221975,6.4089353929735005,,505.2284497499999,0.4827586206896552,6,0,6,7,36,4,0,57.230000000000004,0.30440064987464394,5.642800000000006,4.185611504607292,1,3,4,2,0,2,0,1,1
176,CHEMBL1222025,6.267606240177031,,391.141972772,0.34782608695652173,6,1,6,6,29,2,0,68.23,0.6270870059287064,2.6133000000000006,3.9710197691539024,1,3,4,2,0,2,0,1,1
177,CHEMBL1222026,6.013228265733755,,433.15253745599995,0.36,7,0,6,7,32,3,0,74.3,0.5436907962750603,3.1841000000000017,4.0174720709803,1,3,4,2,0,2,0,1,1
178,CHEMBL1642977,7.045757490560675,,540.171473544,0.6153846153846154,2,0,2,4,30,9,0,7.76,0.30940690957792144,-0.09459999999999358,2.9149029949230343,0,0,0,0,2,2,0,0,0
179,CHEMBL1642988,7.0,,582.124523352,0.3333333333333333,2,0,4,4,34,2,0,7.76,0.4541249189237511,0.4630000000000034,5.477622288606389,2,0,2,0,2,2,0,0,0
180,CHEMBL1200970,4.607303046740334,4.0,348.14269748000004,0.3684210526315789,2,0,3,4,23,5,0,6.48,0.7097853174897145,5.441400000000005,4.223590680431654,0,1,1,2,0,2,0,0,0
181,CHEMBL1669479,8.301029995663981,,550.143587048,0.4166666666666667,6,2,2,10,34,10,0,58.2,0.24560011970984874,-2.913199999999989,3.126236477038402,0,0,0,2,0,2,0,0,0
182,CHEMBL1669486,6.207608310501746,,528.0775731599999,0.3076923076923077,2,0,4,4,30,9,0,7.76,0.20613780624692823,-0.38319999999999643,4.113970715459837,0,0,0,1,3,4,0,0,0
183,CHEMBL1669494,5.903089986991944,,570.0306229679999,0.06666666666666667,2,0,6,4,34,4,0,7.76,0.25960081621295494,-0.1741999999999979,4.384656014086664,0,0,0,3,3,6,0,0,0
184,CHEMBL225577,7.3979400086720375,,556.1088732879999,0.35714285714285715,2,0,4,4,32,11,0,7.76,0.18622680496647984,0.39700000000000113,3.765564513838445,0,0,0,2,2,4,0,0,0
185,CHEMBL1762003,5.638272163982407,,570.0306229679999,0.06666666666666667,2,0,6,4,34,4,0,7.76,0.25960081621295483,-0.1741999999999988,4.204770840724914,0,0,0,4,2,6,0,0,0
186,CHEMBL392577,8.455931955649724,,403.10308516400005,0.0,2,0,6,3,30,1,0,20.310000000000002,0.2711522466113874,7.436100000000004,2.278131422539399,0,1,1,5,0,5,0,0,0
187,CHEMBL1819176,8.995678626217357,,560.2706748640001,0.3333333333333333,4,2,7,5,41,10,0,49.84,0.16380388370832932,9.360899999999999,2.8064846360537743,2,0,2,3,2,5,0,0,0
188,CHEMBL2011402,4.464705879957229,,454.19915329999986,0.34615384615384615,7,4,3,7,33,7,0,116.45000000000002,0.44720605099037497,4.724500000000006,3.7809612442407294,0,1,1,2,0,2,0,0,0
189,CHEMBL459258,4.166215625343521,,454.19915329999986,0.34615384615384615,7,4,3,7,33,7,0,116.45000000000002,0.44720605099037497,4.724500000000006,3.7660335519330363,0,1,1,2,0,2,0,0,0
190,CHEMBL2011403,4.772113295386326,,470.1940679199999,0.34615384615384615,8,5,3,8,34,7,0,136.68,0.37497112386657117,4.430100000000005,3.972637779559941,0,1,1,2,0,2,0,0,0
191,CHEMBL2011404,4.024568191490737,,438.2042386799999,0.34615384615384615,6,3,3,6,32,7,0,96.22000000000001,0.476193168504498,5.7537000000000065,3.4499008273013096,0,1,1,2,0,2,0,0,0
192,CHEMBL2011405,4.521433504406157,,454.1991532999999,0.34615384615384615,7,4,3,7,33,7,0,116.45000000000002,0.41056194795173645,5.459300000000004,3.646374885548248,0,1,1,2,0,2,0,0,0
193,CHEMBL223256,5.075720713938118,,424.1885886159999,0.32,6,4,3,6,31,6,0,107.22000000000001,0.3627665794843703,5.4507000000000065,3.5023267745217552,0,1,1,2,0,2,0,0,0
194,CHEMBL1256415,5.1979107421182675,,228.126263132,0.35714285714285715,3,2,3,3,17,1,0,48.14,0.8159766081822483,2.7044000000000006,2.111764227052486,1,0,1,1,1,2,0,0,0
195,CHEMBL1677,6.995678626217357,4.0,234.09237616,0.3076923076923077,2,2,3,3,16,0,0,38.91,0.7608532205240112,3.1176000000000026,3.218714822033376,1,0,1,1,1,2,0,0,0
196,CHEMBL2064470,7.607303046740334,,457.32054624799997,0.4827586206896552,5,1,5,5,34,9,0,34.64,0.5051576281124806,4.669600000000004,2.4393308258578976,1,1,2,2,1,3,0,1,1
197,CHEMBL2064468,7.3223930472795065,,463.36749643999997,0.6896551724137931,5,1,5,5,34,9,0,34.64,0.5779701420507393,4.797700000000004,2.5476502470307842,2,1,3,1,1,2,1,1,2
